No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Description,Promotion_Message,Size,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
65,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-040,,SIAD68,,SIAD68,SIAD68A,,CORIAN,CORIAN SINK - SIAD68,כיור קוריאן,,650*380*130,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,050",60%,820,17%,959,2,1919,1.7,1631,17890,1.4,1343,,384,40.0%,,,,
66,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-0100N,,SIAD69,,SIAD69,,,CORIAN,CORIAN SINK - SIAD69,כיור קוריאן,,580*360*200,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,650",60%,660,17%,772,2,1544,1.7,1313,17890,1.4,1081,,309,40.0%,,,,
67,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-020,,SIAD70,,SIAD70,SIAD70A,,CORIAN,CORIAN SINK - SIAD70,כיור קוריאן,,800*400*105,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
68,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-060,,SIAD71,,SIAD71,SIAD71A,,CORIAN,CORIAN SINK - SIAD71,כיור קוריאן,,800*400*175,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
69,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-050,,SIAD72,,SIAD72,"SIAD72A, SIAD72B",,CORIAN,CORIAN SINK - SIAD72,כיור קוריאן,,650*380*155,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,125",60%,850,17%,995,2,1989,1.7,1691,17890,1.4,1392,,398,40.0%,,,,
70,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-010,,SIAD73,,SIAD73,"SIAD73A, SIAD73B, SIAD73C",,CORIAN,CORIAN SINK - SIAD73,כיור קוריאן,,530*520*900,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,800",60%,2320,17%,2714,2,5429,1.7,4614,17890,1.4,3800,,1086,40.0%,,,,
71,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-050,,SIAD74,,SIAD74,SIAD74A,,CORIAN,CORIAN SINK - SIAD74,כיור קוריאן,,490*490*900,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,150",60%,2060,17%,2410,2,4820,1.7,4097,17890,1.4,3374,,964,40.0%,,,,
72,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-0220,,SIAD75,,SIAD75,SIAD75A,,CORIAN,CORIAN SINK - SIAD75,כיור קוריאן,,400*400*630,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,320",60%,1728,17%,2022,2,4044,1.7,3437,17890,1.4,2830,,809,40.0%,,,,
73,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-070,,SIAD76,,SIAD76,"SIAD76A, SIAD76B",,CORIAN,CORIAN SINK - SIAD76,כיור קוריאן,,400*400*830,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,500",60%,1800,17%,2106,2,4212,1.7,3580,17890,1.4,2948,,842,40.0%,,,,
74,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-080,,SIAD77,,SIAD77,"SIAD77, SIAD77A, SIAD77B",,CORIAN,CORIAN SINK - SIAD77,כיור קוריאן,,450*450*830,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,500",60%,1800,17%,2106,2,4212,1.7,3580,17890,1.4,2948,,842,40.0%,,,,
